"Plot Title: 110 Meter"
"#","Date Time, GMT-07:00","Temp, C","Bad Battery","Stopped","End Of File"
487,05/06/10 07:22:30 AM,26.744,,,
488,05/06/10 07:22:55 AM,8.444,,,
489,05/06/10 07:23:20 AM,41.502,,,
490,05/06/10 07:23:45 AM,3.248,,,
491,05/06/10 07:24:10 AM,6.281,,,
492,05/06/10 07:24:35 AM,21.246,,,
493,05/06/10 07:25:00 AM,27.038,,,
494,05/06/10 07:25:25 AM,152.982,,,
495,05/06/10 07:25:50 AM,20.579,,,
496,05/06/10 07:26:15 AM,8.419,,,
497,05/06/10 07:26:40 AM,41.531,,,
498,05/06/10 07:27:05 AM,3.248,,,
499,05/06/10 07:27:30 AM,6.281,,,
500,05/06/10 07:27:55 AM,22.011,,,
501,05/06/10 07:28:20 AM,27.038,,,
502,05/06/10 07:28:45 AM,152.982,,,
503,05/06/10 07:29:10 AM,33.183,,,
504,05/06/10 07:29:35 AM,8.419,,,
505,05/06/10 07:30:00 AM,41.560,,,
506,05/06/10 07:30:25 AM,3.248,,,
507,05/06/10 07:30:50 AM,6.281,,,
508,05/06/10 07:31:15 AM,22.011,,,
509,05/06/10 07:31:40 AM,27.038,,,
510,05/06/10 07:32:05 AM,152.982,,,
511,05/06/10 07:32:30 AM,26.744,,,
512,05/06/10 07:32:55 AM,8.394,,,
513,05/06/10 07:33:20 AM,41.531,,,
514,05/06/10 07:33:45 AM,3.248,,,
515,05/06/10 07:34:10 AM,5.872,,,
516,05/06/10 07:34:35 AM,21.628,,,
517,05/06/10 07:35:00 AM,27.038,,,
518,05/06/10 07:35:25 AM,95.816,,,
519,05/06/10 07:35:50 AM,26.744,,,
520,05/06/10 07:36:15 AM,8.369,,,
521,05/06/10 07:36:40 AM,41.531,,,
522,05/06/10 07:37:05 AM,3.248,,,
523,05/06/10 07:37:30 AM,5.462,,,
524,05/06/10 07:37:55 AM,22.011,,,
525,05/06/10 07:38:20 AM,27.038,,,
526,05/06/10 07:38:45 AM,74.662,,,
527,05/06/10 07:39:10 AM,33.183,,,
528,05/06/10 07:39:35 AM,8.369,,,
529,05/06/10 07:40:00 AM,41.560,,,
530,05/06/10 07:40:25 AM,3.248,,,
531,05/06/10 07:40:50 AM,5.462,,,
532,05/06/10 07:41:15 AM,22.011,,,
533,05/06/10 07:41:40 AM,27.038,,,
534,05/06/10 07:42:05 AM,74.662,,,
535,05/06/10 07:42:30 AM,33.183,,,
536,05/06/10 07:42:55 AM,8.344,,,
537,05/06/10 07:43:20 AM,41.560,,,
538,05/06/10 07:43:45 AM,3.248,,,
539,05/06/10 07:44:10 AM,5.050,,,
540,05/06/10 07:44:35 AM,22.011,,,
541,05/06/10 07:45:00 AM,27.038,,,
542,05/06/10 07:45:25 AM,61.271,,,
543,05/06/10 07:45:50 AM,33.183,,,
544,05/06/10 07:46:15 AM,8.344,,,
545,05/06/10 07:46:40 AM,41.531,,,
546,05/06/10 07:47:05 AM,3.248,,,
547,05/06/10 07:47:30 AM,4.636,,,
548,05/06/10 07:47:55 AM,22.011,,,
549,05/06/10 07:48:20 AM,27.038,,,
550,05/06/10 07:48:45 AM,51.207,,,
551,05/06/10 07:49:10 AM,33.183,,,
552,05/06/10 07:49:35 AM,8.319,,,
553,05/06/10 07:50:00 AM,41.560,,,
554,05/06/10 07:50:25 AM,3.248,,,
555,05/06/10 07:50:50 AM,4.636,,,
556,05/06/10 07:51:15 AM,22.393,,,
557,05/06/10 07:51:40 AM,27.038,,,
558,05/06/10 07:52:05 AM,51.207,,,
559,05/06/10 07:52:30 AM,33.183,,,
560,05/06/10 07:52:55 AM,8.319,,,
561,05/06/10 07:53:20 AM,41.590,,,
562,05/06/10 07:53:45 AM,3.248,,,
563,05/06/10 07:54:10 AM,4.220,,,
564,05/06/10 07:54:35 AM,22.393,,,
565,05/06/10 07:55:00 AM,27.038,,,
566,05/06/10 07:55:25 AM,42.923,,,
567,05/06/10 07:55:50 AM,33.183,,,
